	T0_Rep1	GSK_Rep1	GSK_Rep2	DMSO_Rep1	DMSO_Rep2
TACC3_+_1725320.23-P2	0	1	0	0	1
TAF1C_-_84220646.23-P1P2	2	0	0	0	0
TAF6_-_99716931.23-P1P2	0	0	0	1	0
TAGLN_+_117070081.23-P1	0	0	1	0	0
TANK_-_161993917.23-P2	0	0	0	0	1
TAOK2_-_29985259.23-P1P2	1	1	1	0	1
TAS1R2_-_19185823.23-ENST00000375371.3	0	0	0	0	1
TAS1R2_+_19185789.23-ENST00000375371.3	0	0	0	0	1
TAS2R1_-_9630265.23-ENST00000382492.2	0	0	0	1	0
TAS2R16_-_122635610.23-ENST00000249284.2	0	0	0	0	1
TAS2R31_-_11183969.23-ENST00000390675.2	5	3	2	2	2
TAS2R42_-_11339313.23-ENST00000334266.1	0	0	0	1	0
TAS2R7_+_10955216.23-ENST00000240687.2	1	0	2	2	1
TBC1D10C_+_67171474.23-P1P2	0	1	0	0	0
TBC1D13_-_131549746.23-P1P2	0	2	0	0	0
TBC1D24_-_2525175.23-P1P2	1	0	0	0	0
TBC1D24_+_2525580.23-P1P2	0	0	1	0	0
TBC1D29_-_28887052.23-ENST00000579181.1	0	0	0	1	0
TBCCD1_-_186285050.23-P1	1	0	0	4	2
TBCD_+_80710368.23-P1P2	1	0	0	0	0
TBCK_+_107237176.23-P1P2	0	1	0	0	0
TBL2_+_72992555.23-P1	0	0	0	1	0
TBX15_-_119530123.23-P1P2	0	0	0	1	0
TBX4_-_59529809.23-P1	0	3	0	0	0
TC2N_+_92302366.23-P2	2	0	3	1	0
TCEA3_-_23751175.23-P1P2	0	0	1	1	0
TCEA3_+_23751051.23-P1P2	1	0	0	0	0
TCF12_+_57210896.23-P1	1	1	3	2	2
TCF19_-_31126334.23-P1	1	0	0	0	1
TCF19_-_31126734.23-P1	0	0	0	0	1
TCF19_+_31127334.23-P2	0	0	0	0	1
TCF7L1_+_85360923.23-P1P2	0	0	1	0	1
TCIRG1_-_67806757.23-P1P2	0	1	0	0	0
TCL1B_-_96153158.23-P1P2	1	1	0	4	2
TCL1B_+_96153019.23-P1P2	2	0	0	2	5
TCP10L_+_33954508.23-P2	1	0	0	1	1
TCP11_-_35109063.23-P1P2	0	0	1	0	0
TCTE1_-_44265362.23-P1P2	0	1	2	2	1
TCTE3_-_170151630.23-P1P2	0	0	0	1	0
TCTEX1D2_-_196044700.23-P1P2	1	0	0	0	0
TCTN1_-_111051984.23-P1P2	1	0	0	0	0
TDGF1_+_46619609.23-P1P2	0	0	0	0	1
TDO2_-_156825282.23-P1P2	0	0	1	1	0
TDRD12_-_33210864.23-P1P2	0	0	1	1	0
TDRD5_-_179561455.23-P1P2	0	3	0	0	1
TDRP_-_494435.23-P1P2	0	1	0	0	0
TEAD3_-_35464797.23-P1P2	0	1	1	0	0
TEAD3_+_35464443.23-P1P2	6	5	3	8	3
TECPR1_-_97881468.23-P1P2	0	0	0	0	1
TECPR1_-_97881471.23-P1P2	0	0	1	0	0
TECPR2_-_102829440.23-P1P2	0	0	0	0	1
TECTA_+_120972191.23-ENST00000392793.1	0	0	1	2	0
TEKT3_-_15244503.23-P1P2	0	0	0	1	0
TEP1_+_20881222.23-P1P2	0	0	0	0	1
TERF1_+_73921518.23-P1P2	0	0	0	1	0
TES_+_115850652.23-P1P2	3	0	1	0	0
TESC_-_117536802.23-P1P2	1	0	0	1	0
TESK1_-_35605273.23-P1P2	0	0	0	0	1
TET1_-_70320103.23-P1P2	0	0	3	1	0
TET1_+_70320129.23-P1P2	0	0	0	0	1
TET3_+_74273633.23-ENST00000409262.3	0	1	1	0	0
TEX14_-_56769461.23-P1P2	1	0	0	0	0
TEX29_-_111973272.23-P1P2	0	0	1	0	0
TFAP2C_+_55204442.23-P1P2	1	0	0	0	0
TFE3_-_48900403.23-P1P2	1	0	0	3	1
TFEB_+_41701274.23-P2	1	0	0	0	0
TFPI2_-_93519536.23-P1P2	1	1	0	2	0
TGFA_+_70780886.23-P1P2	1	1	0	0	1
TGFB1I1_-_31483522.23-P1P2	1	4	3	4	2
TGFBR2_+_30648147.23-P1P2	1	1	0	3	0
TGFBR2_+_30648531.23-P1P2	1	0	0	0	0
TGFBRAP1_-_105945703.23-P1P2	6	3	5	3	10
TGM1_+_24732313.23-P1P2	0	0	1	0	1
TGM2_+_36793621.23-P1P2	0	0	1	0	0
TGM7_+_43594454.23-P2	1	0	0	1	2
THBS4_-_79331254.23-P1P2	1	0	0	0	0
THEG_+_375963.23-P2	0	0	0	0	1
THOP1_+_2785895.23-P1P2	0	0	0	1	0
THRA_+_38219603.23-P1P2	0	0	0	1	0
THSD1_+_52980260.23-P1P2	0	0	1	0	0
THSD4_+_71433838.23-ENST00000261862.6	0	0	1	0	0
THY1_+_119293817.23-P1P2	0	1	0	0	0
TIAM2_-_155153855.23-ENST00000461783.3	1	0	0	1	1
TIFA_+_113206971.23-P1P2	0	1	0	0	0
TIGD6_-_149380091.23-P1P2	0	0	0	1	0
TIMELESS_-_56842997.23-P1P2	0	0	0	1	1
TIMM8A_-_100603277.23-P1P2	1	2	1	1	0
TIMP4_+_12200428.23-P1P2	0	1	0	0	0
TJAP1_-_43445335.23-P1	0	0	0	0	1
TJP2_-_71789181.23-P1	0	0	1	0	0
TJP2_+_71736443.23-P2	1	2	0	0	0
TJP3_+_3708278.23-P2	0	0	0	1	0
TK1_+_76183079.23-P1P2	0	0	0	0	1
TLCD1_-_27052845.23-P1P2	0	1	1	1	1
TLCD1_-_27053186.23-P1P2	2	2	1	0	2
TLCD2_+_1613598.23-P1P2	0	0	0	2	1
TLDC2_+_35504957.23-P1P2	0	0	0	1	0
TLE1_+_84304013.23-P1P2	1	2	1	1	0
TLE4_-_82187328.23-P1P2	3	0	3	0	0
TLL1_+_166795015.23-P1P2	0	0	1	0	0
TLL2_-_98273269.23-P1P2	3	5	1	3	1
TLN1_+_35732131.23-P1P2	0	1	0	0	0
TLN2_+_62853956.23-ENST00000561311.1	2	0	0	0	0
TLR2_+_154605903.23-P1P2	6	6	8	4	3
TLR7_-_12885633.23-P1P2	0	1	0	0	0
TM2D1_+_62190800.23-P1P2	0	1	0	1	0
TM2D2_+_38853674.23-P1P2	0	0	1	0	0
TM4SF19_+_196065247.23-P1P2	0	1	0	0	0
TM9SF2_+_100153732.23-P1P2	0	0	0	1	0
TMC1_-_75230103.23-ENST00000340019.3	0	0	2	1	0
TMC5_+_19429211.23-P1P2	1	0	0	0	0
TMC8_+_76127313.23-P1	1	0	0	1	0
TMED10_-_75642903.23-P1P2	2	2	3	7	4
TMED6_-_69385649.23-P1P2	0	0	1	0	0
TMEM115_+_50396915.23-P1P2	3	0	1	0	5
TMEM123_-_102323507.23-P1P2	0	0	3	1	2
TMEM126A_-_85359080.23-P1P2	0	0	0	0	1
TMEM128_-_4249884.23-P1P2	0	1	1	0	0
TMEM128_-_4249933.23-P1P2	0	1	0	0	0
TMEM132D_+_130388167.23-P1P2	0	0	1	2	1
TMEM135_+_86749060.23-P1P2	0	0	2	1	0
TMEM141_+_139685873.23-P1P2	0	0	0	0	1
TMEM154_-_153601053.23-P1P2	0	0	0	1	1
TMEM159_+_21170203.23-P1P2	0	0	1	0	0
TMEM161B_+_87564499.23-P1P2	1	0	0	0	0
TMEM169_-_216947070.23-P1P2	1	0	0	1	0
TMEM171_-_72416821.23-P1P2	0	0	0	1	0
TMEM181_-_158958125.23-P1P2	0	0	0	1	0
TMEM184A_+_1595848.23-P1	0	0	1	1	0
TMEM185A_+_148713358.23-P1P2	1	0	1	0	1
TMEM186_-_8891072.23-P1P2	1	0	1	0	1
TMEM201_-_9648981.23-P1P2	0	0	1	0	0
TMEM202_-_72690952.23-P1P2	1	0	0	0	0
TMEM203_-_140099712.23-P1P2	0	0	1	0	0
TMEM205_+_11456950.23-P1P2	0	0	0	1	0
TMEM210_-_140066033.23-P1P2	0	0	1	0	0
TMEM212_-_171561191.23-P1P2	1	2	0	1	0
TMEM212_+_171561199.23-P1P2	0	0	1	0	0
TMEM220_+_10633275.23-P1P2	3	3	3	6	3
TMEM221_-_17559439.23-P1P2	0	0	1	0	4
TMEM229B_+_67955374.23-P2	1	0	0	0	0
TMEM232_+_110074604.23-P1	0	0	0	1	0
TMEM238_-_55895671.23-P1P2	0	0	0	0	1
TMEM25_-_118401505.23-P1P2	0	0	1	0	0
TMEM25_+_118401999.23-P1P2	0	0	1	1	0
TMEM255B_-_114462233.23-P1P2	0	0	0	1	0
TMEM255B_-_114462254.23-P1P2	1	1	0	0	0
TMEM255B_+_114462664.23-P1P2	0	0	1	0	0
TMEM261_-_7799357.23-P1P2	0	1	0	3	0
TMEM30B_-_61747756.23-P1P2	0	0	1	0	1
TMEM30B_-_61747990.23-P1P2	0	1	0	0	0
TMEM37_-_120189411.23-P1P2	0	0	0	0	1
TMEM42_+_44903447.23-P1P2	3	1	0	0	1
TMEM42_+_44903745.23-P1P2	0	1	0	0	0
TMEM44_-_194354088.23-P1P2	0	0	0	0	1
TMEM45B_-_129685834.23-P1P2	1	0	0	0	0
TMEM5_+_64173673.23-P1P2	0	1	1	1	0
TMEM54_-_33366590.23-P1P2	0	0	1	0	0
TMEM55B_-_20929212.23-P1P2	0	0	0	1	0
TMEM63A_-_226070008.23-P1	1	1	1	0	1
TMEM66_+_29940154.23-P1P2	0	1	0	1	0
TMEM74B_-_1166318.23-P1P2	0	0	0	1	0
TMEM86B_-_55740143.23-P1P2	1	0	1	0	0
TMEM97_-_26646242.23-P1P2	0	0	0	0	1
TMEM98_+_31255198.23-P1P2	2	0	1	1	1
TMEM9B_+_8985582.23-P1P2	2	2	1	0	0
TMLHE_+_154842396.23-P1P2	3	2	4	3	4
TMOD1_+_100264232.23-P1P2	1	0	3	1	0
TMOD4_-_151148410.23-P1P2	3	1	1	4	1
TMPRSS3_-_43816087.23-P1P2	0	0	0	1	1
TMPRSS3_+_43816184.23-P1P2	0	0	1	2	0
TNF_-_31543766.23-P1P2	0	1	0	0	0
TNFAIP2_-_103590186.23-P1P2	0	1	0	0	0
TNFRSF10C_-_22942300.23-P2	0	0	0	0	1
TNFRSF10C_+_22960783.23-P1	2	0	1	3	0
TNFRSF12A_-_3070401.23-P1P2	0	1	0	0	1
TNFSF13B_+_108922476.23-P1P2	1	0	1	1	0
TNFSF14_-_6670101.23-P1P2	0	0	0	0	1
TNFSF18_-_173019611.23-P1P2	0	1	0	1	0
TNIP1_-_150460551.23-P1	1	0	0	0	0
TNIP1_+_150460195.23-P1	0	1	0	0	0
TNIP1_+_150460531.23-P1	0	0	0	0	1
TNNT1_-_55660491.23-P1	0	0	1	1	1
TNPO1_+_72144425.23-P1P2	1	0	0	0	0
TNS3_-_47621673.23-P1P2	1	1	4	1	0
TOM1L1_+_52978253.23-P1P2	0	0	1	2	0
TOMM40_+_45394961.23-P1P2	0	0	0	2	0
TOMM7_-_22862236.23-P1P2	1	1	0	0	0
TOMM70A_-_100120073.23-P1P2	0	0	1	0	0
TOR3A_+_179051645.23-P1P2	1	5	6	5	3
TOX2_+_42543529.23-P1P2	0	0	0	1	1
TP53INP2_+_33298268.23-P2	0	0	0	1	0
TP63_-_189507631.23-P1P2	0	0	0	1	0
TPBGL_+_74952300.23-P1P2	0	1	0	0	0
TPCN1_-_113659527.23-P1P2	1	0	0	0	0
TPI1_-_6977036.23-P1P2	2	1	2	1	3
TPK1_-_144533190.23-P1P2	0	1	0	0	0
TPMT_+_18155297.23-P1P2	0	1	2	1	0
TPO_-_1417509.23-P1P2	0	1	0	0	0
TPP2_-_103249745.23-P1P2	2	0	0	0	1
TPR_+_186344332.23-P1P2	0	2	3	1	0
TPRX1_-_48321867.23-ENST00000535759.1	1	0	0	0	0
TPSD1_-_1306671.23-P1P2	0	0	0	0	3
TPSG1_-_1274837.23-P1P2	1	0	0	0	0
TPTE2_+_20077053.23-ENST00000400230.2	0	1	0	1	0
TRABD2B_+_48462608.23-P1P2	1	0	0	1	0
TRAF3_-_103243809.23-P1P2	0	0	1	0	0
TRAF4_-_27071465.23-P1P2	1	2	1	6	1
TRAM1_-_71520152.23-P1P2	1	0	0	0	0
TRAM1_+_71520100.23-P1P2	0	0	0	2	0
TRANK1_-_36986223.23-ENST00000429976.2	0	0	0	1	0
TRAPPC3_-_36615015.23-P1P2	1	3	0	1	2
TRAPPC4_-_118889743.23-P1P2	0	0	0	0	1
TRAPPC6B_-_39639542.23-P1P2	2	0	0	0	0
TRAPPC8_-_29523060.23-P1P2	0	0	0	0	1
TRIL_-_28997435.23-P1P2	0	1	0	0	0
TRIM10_-_30128559.23-P1P2	1	1	0	1	1
TRIM15_+_30131504.23-P1P2	0	0	1	0	1
TRIM17_-_228603965.23-P1P2	4	3	0	2	1
TRIM21_-_4414872.23-P1P2	1	0	0	0	0
TRIM27_-_28891333.23-P1P2	0	0	0	0	1
TRIM27_+_28891680.23-P1P2	1	0	0	0	1
TRIM28_-_59056127.23-P1P2	0	0	0	1	0
TRIM33_+_115053499.23-P1P2	1	0	0	0	0
TRIM34_+_5618011.23-P2	0	0	1	0	1
TRIM35_+_27168359.23-P1P2	0	0	1	2	0
TRIM37_-_57184049.23-P1P2	0	3	2	0	1
TRIM38_-_25963067.23-P1P2	0	0	0	1	1
TRIM49C_-_89764365.23-ENST00000432771.1,ENST00000448984.1	1	1	1	0	1
TRIM5_-_5705902.23-P1P2	1	0	1	0	0
TRIM65_-_73892551.23-P1P2	1	0	0	1	0
TRIM77_+_89443538.23-ENST00000398290.3	0	0	0	2	1
TRIML2_+_189030719.23-P1P2	0	2	0	0	0
TRIQK_-_93978361.23-P1P2	0	3	1	3	0
TRMT10C_-_101280716.23-P1P2	0	0	2	0	0
TRMT61B_-_29092779.23-P1P2	1	0	0	0	0
TRMT61B_-_29093104.23-P1P2	0	0	1	0	0
TRO_-_54947747.23-P1	1	0	0	0	2
TRO_-_54949449.23-P2	0	1	0	1	0
TROVE2_-_193028785.23-P1P2	1	0	1	0	0
TRPM4_+_49661423.23-P1P2	1	2	0	0	0
TRPM5_+_2444226.23-ENST00000155858.6,ENST00000452833.1,ENST00000528453.1,ENST00000533060.1	2	1	0	1	3
TRPV4_-_110271164.23-P1P2	0	0	3	1	1
TSC2_-_2097579.23-P1P2	2	1	1	1	0
TSC22D2_-_150126170.23-P1P2	1	1	4	1	1
TSC22D3_+_106959794.23-P1P2	1	0	0	1	1
TSEN15_+_184021268.23-P1P2	0	0	0	1	0
TSGA10_+_99757604.23-P1P2	0	0	1	2	0
TSGA10IP_-_65713527.23-P1P2	0	0	0	1	0
TSPAN31_-_58139220.23-P1P2	0	0	0	2	1
TSPAN4_+_843292.23-P1	0	0	3	0	0
TSPO2_-_41010642.23-P1P2	1	3	0	1	0
TSPY1_-_9305166.23-P1P2	0	1	0	0	1
TSTD2_+_100395594.23-P1P2	0	0	0	1	0
TTC13_-_231114350.23-P1P2	0	1	1	0	0
TTC13_+_231114198.23-P1P2	0	0	1	1	0
TTC22_+_55266562.23-P1P2	0	0	0	0	1
TTC23_-_99789798.23-P1	0	0	0	1	0
TTC23_-_99791330.23-P2	0	0	1	0	0
TTC34_-_2717785.23-ENST00000401094.6	0	1	2	1	0
TTC34_+_2717884.23-ENST00000401094.6	0	0	0	0	1
TTC36_-_118398331.23-P1P2	0	0	0	1	0
TTC38_+_46664391.23-P1P2	2	0	1	0	0
TTLL11_+_124855199.23-P1P2	1	0	0	0	1
TTLL6_-_46894419.23-P1P2	2	2	0	0	0
TTLL7_-_84464802.23-P1P2	0	2	1	1	0
TTYH2_-_72212012.23-P2	2	0	0	0	1
TTYH2_+_72209917.23-P1	1	0	0	0	1
TUBA1A_-_49582463.23-P1P2	1	0	0	0	0
TUBA3D_+_132233982.23-ENST00000321253.6	1	0	0	0	0
TUBA8_-_18593613.23-P1P2	2	1	1	0	1
TUBB2B_+_3227830.23-P1	3	2	2	2	5
TUBB8_-_95199.23-P1P2	0	0	0	1	0
TUBG2_+_40811335.23-P1P2	0	1	0	0	1
TUBGCP3_+_113242398.23-P1P2	0	0	1	0	0
TULP4_-_158733378.23-P1P2	0	0	1	0	0
TUSC3_+_15397999.23-P1P2	0	0	0	0	1
TXNDC17_-_6544472.23-P1P2	1	0	0	0	0
TXNDC5_-_7910750.23-P1P2	0	0	0	1	0
TXNL4A_+_77748545.23-P1P2	1	0	0	1	0
TXNL4B_-_72127493.23-P1P2	2	0	0	0	0
TXNRD3NB_+_126327343.23-ENST00000383572.2	0	1	0	0	0
UBA2_-_34919741.23-P1P2	4	0	1	0	1
UBA2_+_34919332.23-P1P2	1	1	1	1	0
UBA7_-_49850915.23-P1	1	2	0	0	2
UBAC1_+_138853168.23-P1P2	1	0	0	0	0
UBAC2_+_99853566.23-P1P2	1	3	1	2	1
UBALD2_+_74261426.23-P1P2	0	0	2	1	1
UBAP1L_-_65407350.23-P1P2	0	2	2	2	0
UBE2A_+_118708560.23-P1P2	19	193	244	106	68
UBE2C_+_44441326.23-P1P2	0	0	0	0	1
UBE2E3_+_181845565.23-P1P2	0	1	0	0	0
UBE2J1_+_90062579.23-P1P2	2	0	0	1	1
UBE2NL_+_142967186.23-P1P2	1	0	0	0	0
UBE2Q2_+_76136269.23-P1P2	1	4	0	0	0
UBE2R2_-_33817547.23-P1P2	0	2	1	1	0
UBE2R2_+_33817528.23-P1P2	10	0	0	0	0
UBE2U_+_64669318.23-P1P2	9	4	8	4	3
UBE3A_-_25684167.23-P1P2	0	0	0	1	0
UBE3D_-_83775503.23-P1P2	1	0	0	0	1
UBFD1_-_23569181.23-P1P2	0	0	0	1	0
UBIAD1_+_11333730.23-P1P2	0	0	0	0	1
UBLCP1_+_158690399.23-P1P2	0	1	0	1	0
UBQLN4_+_156023323.23-P1P2	1	1	0	0	0
UBQLNL_-_5537829.23-P1P2	0	0	1	0	0
UBQLNL_+_5537859.23-P1P2	0	0	0	0	1
UBR4_+_19536745.23-P1P2	1	0	0	1	1
UBTF_-_42295898.23-P1P2	0	1	0	0	0
UBXN1_+_62446474.23-P1P2	0	0	0	0	1
UBXN2A_-_24150387.23-P2	1	0	0	0	1
UBXN6_-_4457755.23-P1	0	0	2	0	0
UBXN8_-_30602296.23-P1P2	1	0	1	0	0
UCHL1_+_41258960.23-P1	1	1	2	0	2
UCKL1_-_62587685.23-P1P2	1	0	0	0	0
UCMA_-_13276365.23-P1P2	1	0	0	1	0
UCN2_+_48601204.23-P1P2	0	1	0	0	0
UGP2_-_64068866.23-P1P2	0	1	1	0	4
UGT3A2_-_36066550.23-P1P2	2	1	1	1	0
ULBP3_+_150389796.23-P1P2	0	0	0	0	1
ULK1_+_132379226.23-P1P2	0	0	1	1	0
UMOD_+_20362053.23-P2	2	0	1	0	0
UNC119B_-_121148304.23-P1P2	1	1	1	2	0
UNC13D_-_73840385.23-P1P2	0	1	0	0	1
UNC45A_+_91478597.23-P1	0	1	0	0	0
UNC45B_-_33474898.23-P1P2	0	0	0	0	3
UNC5C_-_96470281.23-P1P2	0	2	2	4	0
UNC93B1_-_67771497.23-P1P2	0	4	2	2	2
UNG_-_109535573.23-P1P2	0	2	3	1	1
UNG_+_109535369.23-P1P2	1	1	1	0	0
UPB1_-_24891719.23-P1P2	2	0	0	0	0
UPF1_-_18943013.23-P1P2	1	0	0	0	0
UPF3B_-_118986938.23-P1P2	1	0	0	0	2
UPF3B_-_118986948.23-P1P2	0	0	1	0	1
UQCR11_+_1605404.23-P1P2	0	0	0	2	1
URI1_+_30433164.23-P1P2	2	0	0	0	2
USF1_+_161015630.23-P1P2	0	1	0	0	0
USH1G_-_72919314.23-P1P2	1	3	1	1	2
USP1_+_62903177.23-P1P2	7	4	0	2	2
USP14_-_158935.23-P1P2	3	2	4	1	2
USP18_-_18632948.23-P1P2	1	1	2	1	2
USP19_+_49158108.23-P1P2	1	0	0	0	0
USP2_-_119249365.23-P2	0	0	1	0	1
USP24_-_55680623.23-P1P2	0	0	1	1	0
USP26_-_132231151.23-P1P2	0	1	2	3	2
USP27X_-_49644084.23-P1P2	0	2	3	0	2
USP32_-_58469438.23-P1P2	2	0	2	0	0
USP34_-_61697775.23-P1P2	4	5	5	5	4
USP35_-_77899991.23-P1P2	0	0	0	1	0
USP36_-_76836540.23-P1P2	3	1	1	1	1
USP45_+_99963100.23-P1P2	0	1	0	0	0
USP48_+_22109651.23-P1P2	0	0	1	0	0
USP6_-_5019814.23-P1P2	1	2	1	0	4
USP9Y_-_14813592.23-ENST00000338981.3	1	0	0	2	0
USP9Y_+_14813207.23-ENST00000338981.3	21	85	22	14	51
UTF1_+_135043785.23-P1P2	0	0	1	0	1
UTS2R_-_80332193.23-ENST00000313135.2	0	0	1	0	0
UTS2R_+_80332430.23-ENST00000313135.2	0	0	1	1	1
UXS1_-_106810367.23-P1P2	0	1	0	0	0
VAMP3_+_7831383.23-P1P2	9	0	0	0	0
VAMP4_-_171711128.23-P1P2	1	2	1	1	0
VAMP4_+_171710797.23-P1P2	0	1	0	1	1
VAV1_+_6773215.23-P1P2	2	0	0	0	0
VCP_-_35072566.23-P1P2	1	0	0	0	0
VDAC3_-_42249431.23-P1P2	0	0	0	1	0
VDR_-_48298749.23-P1P2	0	1	1	2	0
VENTX_+_135051755.23-P1P2	6	5	3	4	2
VENTX_+_135051812.23-P1P2	4	4	5	5	2
VEPH1_-_157217137.23-ENST00000392832.2	0	0	1	0	0
VEZT_-_95611619.23-P1P2	100	17	0	38	24
VGLL1_-_135614336.23-P1P2	0	1	0	0	0
VHL_-_10183525.23-P1P2	0	0	1	0	1
VHLL_+_156268991.23-ENST00000339922.3	0	1	0	0	0
VN1R4_-_53770913.23-ENST00000311170.4	0	0	0	1	0
VNN1_-_133008557.23-P2	1	0	2	1	4
VNN2_+_133084581.23-P2	2	1	2	0	3
VPREB3_+_24096391.23-P1P2	0	0	0	1	1
VPREB3_+_24096401.23-P1P2	0	0	0	1	0
VPS18_-_41187068.23-P1P2	0	0	2	0	1
VPS35_-_46722606.23-P1P2	0	0	0	1	0
VPS37B_-_123380621.23-P1P2	0	0	0	1	0
VPS72_+_151162397.23-P1P2	0	0	1	0	0
VRTN_+_74815596.23-P1P2	0	1	1	0	0
VSIG2_-_124621690.23-P1P2	0	0	2	1	0
VSTM1_-_54567151.23-P1P2	2	2	2	3	3
VSTM5_-_93583478.23-P1P2	0	2	0	0	0
VTI1A_+_114207039.23-P1P2	1	0	0	0	0
VWA5B2_-_183948208.23-P1P2	0	1	0	0	0
VWA7_+_31745060.23-P1P2	1	0	0	0	0
VWC2L_-_215275836.23-P1P2	0	2	1	1	0
WASF2_+_27816273.23-P1P2	1	0	1	0	0
WASF2_+_27816637.23-P1P2	1	0	0	0	0
WBP1_-_74685547.23-P1P2	2	1	0	0	1
WDR1_-_10117920.23-P1P2	1	0	1	1	0
WDR27_+_170101724.23-P1P2	1	0	1	3	0
WDR27_+_170101735.23-P1P2	0	2	0	2	0
WDR48_+_39093934.23-P1P2	1	0	0	0	1
WDR65_-_43638073.23-P1P2	1	1	0	0	0
WDR66_-_122356747.23-P1P2	2	0	0	1	0
WDR74_-_62609072.23-P2	0	0	0	0	1
WDR76_+_44119223.23-P1P2	2	1	1	0	0
WDR78_+_67390437.23-P1P2	0	0	0	2	1
WDR93_+_90234107.23-P1P2	0	1	1	1	0
WDR93_+_90234125.23-P1P2	4	0	0	0	1
WDR96_-_105991711.23-P1P2	0	3	0	0	1
WDR96_-_105991717.23-P1P2	0	2	1	0	0
WNK4_+_40932692.23-P1P2	0	0	1	0	0
WNT6_+_219724769.23-P1P2	0	1	0	0	0
WNT7B_-_46372667.23-P1	0	0	0	1	2
WNT8A_+_137419666.23-P1P2	1	0	0	3	0
WRAP73_-_3566618.23-P1P2	0	0	0	0	1
WSB1_-_25621596.23-P1P2	1	0	0	0	0
WWC1_-_167719021.23-P1P2	0	0	0	1	0
WWC3_+_9983328.23-P1P2	1	1	2	0	0
WWTR1_-_149375758.23-P1P2	0	0	0	1	0
XAF1_+_6659829.23-P1P2	4	0	0	1	0
XAGE5_-_52841284.23-ENST00000351072.1,ENST00000425386.1	1	0	0	1	0
XAGE5_+_52841267.23-ENST00000351072.1,ENST00000425386.1	0	2	1	0	0
XCL1_+_168546037.23-P1P2	1	1	0	1	0
XCL2_+_168513054.23-P1P2	0	0	1	0	0
XG_+_2670149.23-P1P2	3	2	3	1	1
XKR4_-_56015071.23-P1P2	0	0	1	0	0
XKR9_-_71581615.23-P1P2	0	0	0	1	0
XPO4_+_21476451.23-P1P2	0	5	2	1	2
XPO7_-_21777274.23-P1P2	1	0	0	0	0
XPO7_+_21777606.23-P1P2	0	0	1	0	0
XPOT_-_64798412.23-P1P2	3	2	1	0	3
XPR1_+_180601354.23-P1P2	1	0	0	0	0
XYLT2_-_48423902.23-P1P2	0	2	1	1	2
YAP1_-_101981376.23-P1P2	0	0	1	0	0
YBEY_+_47706326.23-P1P2	0	1	1	0	1
YBX2_+_7197456.23-P1P2	0	0	1	2	0
YES1_+_812201.23-P1P2	1	1	0	0	1
YIF1B_-_38806176.23-P1P2	2	0	0	0	0
YIPF4_+_32503217.23-P1P2	0	0	1	1	0
YKT6_-_44240936.23-P1P2	1	0	0	0	0
YPEL1_-_22090031.23-P1P2	0	0	1	1	0
YPEL2_-_57409044.23-P1P2	0	0	1	0	0
YTHDF1_-_61847358.23-P1P2	0	1	0	0	1
YTHDF2_+_29063287.23-P1P2	0	1	0	0	0
YWHAQ_+_9771139.23-P1P2	0	1	0	1	1
YY1AP1_-_155658052.23-P1P2	888	601	1020	1633	1953
YY1AP1_+_155658068.23-P1P2	1	1	0	1	0
ZADH2_+_72921040.23-P1P2	0	0	0	1	0
ZBTB1_+_64970741.23-P1P2	0	1	1	1	0
ZBTB1_+_64971945.23-P1P2	1	0	1	0	5
ZBTB16_+_113930843.23-P1P2	1	2	0	1	2
ZBTB22_-_33285471.23-P1P2	2	1	4	2	1
ZBTB25_-_64970953.23-P1P2	0	0	0	0	2
ZBTB37_-_173837543.23-P1P2	0	0	0	0	1
ZBTB40_+_22778744.23-P1P2	0	0	1	1	1
ZBTB44_+_130184398.23-P1P2	0	0	0	0	1
ZBTB45_+_59031158.23-P1P2	0	0	0	0	1
ZBTB9_+_33422404.23-P1P2	1	0	1	0	1
ZC2HC1A_-_79578331.23-P1P2	0	1	0	1	2
ZC3H11A_+_203765011.23-P1P2	0	1	0	0	0
ZC3H11A_+_203765177.23-P1P2	0	0	0	0	1
ZC3H3_+_144623564.23-P1P2	0	0	0	2	2
ZCCHC24_-_81204903.23-P1P2	1	1	1	0	0
ZCRB1_+_42719885.23-P1P2	2	0	0	1	0
ZDHHC13_-_19139120.23-P1P2	0	1	1	0	0
ZDHHC22_-_77607657.23-P1P2	0	1	1	0	2
ZDHHC24_-_66313495.23-P1P2	1	0	0	0	0
ZDHHC8_+_20119835.23-P1P2	1	0	0	1	0
ZEB2_+_145274749.23-P2	0	1	0	0	2
ZER1_+_131534189.23-P1P2	0	0	0	0	1
ZFAND1_+_82633413.23-P1	3	3	0	0	1
ZFAND2A_+_1199593.23-P1P2	0	4	1	4	2
ZFAND4_-_46168173.23-P1P2	1	0	0	0	0
ZFP1_+_75182806.23-P1P2	1	0	1	0	0
ZFP2_+_178323006.23-P1P2	0	0	0	1	0
ZFP28_+_57050376.23-P1P2	1	0	1	1	3
ZFP3_-_4981785.23-P1P2	1	0	2	4	3
ZFP36L1_+_69262785.23-P2	1	0	1	0	0
ZFP41_+_144329116.23-P1P2	1	1	1	2	1
ZFP42_-_188916985.23-P1	2	1	0	5	0
ZFP69B_-_40915813.23-P1P2	0	0	0	1	0
ZFP82_-_36909473.23-P1P2	3	0	1	0	0
ZFP91_+_58346598.23-P1P2	1	6	4	6	6
