	T0	DAC_Rep1	DAC_Rep2	DMSO_Rep1	DMSO_Rep2
RLIM_-_73834186.23-P1P2	5	0	0	0	0
RLN2_+_5304495.23-P1P2	0	3	0	0	0
RLN2_+_5304696.23-P1P2	0	1	0	0	0
RLN3_-_14139414.23-ENST00000431365.2	0	0	0	2	1
RLTPR_-_67687227.23-P1	12	0	17	17	15
RLTPR_+_67679110.23-P2	2	0	0	0	0
RLTPR_+_67679174.23-P2	93	91	61	23	27
RLTPR_+_67679326.23-P2	23	0	4	0	0
RMDN1_-_87520815.23-P1P2	2	0	0	16	2
RMDN1_+_87520508.23-P1P2	7	0	0	0	3
RMDN1_+_87520825.23-P1P2	3	0	0	0	0
RMDN3_-_41046964.23-P1P2	31	0	0	0	4
RMDN3_-_41047415.23-P1P2	0	1	0	0	1
RMDN3_+_41047380.23-P1P2	7	0	0	7	0
RMDN3_+_41047422.23-P1P2	34	41	0	29	23
RMI1_-_86596096.23-P1P2	0	0	1	0	0
RMI1_-_86596116.23-P1P2	55	79	14	25	25
RMI2_+_11439391.23-P1P2	0	0	0	1	0
RMND1_+_151773226.23-P1P2	29	50	4	33	8
RMND5B_-_177558036.23-P1P2	0	0	1	0	0
RNASE1_+_21270309.23-P1P2	0	0	0	0	1
RNASE11_-_21055639.23-P1P2	0	0	0	1	0
RNASE12_+_21058649.23-P1P2	65	5	92	19	19
RNASE13_-_21502869.23-P1P2	73	11	150	106	52
RNASE2_-_21423694.23-P1P2	1	0	0	0	0
RNASE2_+_21424066.23-P1P2	3	0	0	0	0
RNASE6_+_21249244.23-P1P2	16	10	54	30	7
RNASE6_+_21249337.23-P1P2	1	106	114	16	2
RNASE7_+_21510533.23-P1P2	90	161	49	117	62
RNASE8_-_21526373.23-ENST00000308227.2	0	0	0	1	0
RNASE8_+_21526432.23-ENST00000308227.2	0	0	0	1	0
RNASE9_+_21029150.23-P1P2	226	924	57	287	151
RNASEH1_-_3605827.23-P1P2	35	0	0	60	38
RNASEH1_-_3605887.23-P1P2	1	0	0	0	0
RNASEH1_+_3605908.23-P1P2	6	0	0	1	0
RNASEH2A_-_12917505.23-P1P2	13	46	3	7	1
RNASEH2A_+_12917522.23-P1P2	55	52	60	38	48
RNASEL_+_182558346.23-P1P2	31	0	68	19	17
RNASET2_-_167369625.23-P1P2	29	0	0	0	5
RNASET2_+_167370003.23-P1P2	1	0	0	5	0
RNASET2_+_167370017.23-P1P2	8	0	0	29	0
RND1_+_49259600.23-P1P2	0	0	2	2	0
RND1_+_49259628.23-P1P2	25	9	0	0	0
RND2_-_41177266.23-P1P2	0	0	0	0	1
RND2_-_41177272.23-P1P2	0	92	0	0	0
RND2_-_41177299.23-P1P2	0	0	1	0	0
RND3_-_151344088.23-P1P2	1	0	0	0	3
RND3_+_151344152.23-P1P2	7	0	192	0	16
RND3_+_151344155.23-P1P2	9	0	0	0	3
RND3_+_151344173.23-P1P2	13	26	0	29	8
RNF10_+_120972218.23-P1P2	37	42	24	0	0
RNF103_-_86850963.23-P1P2	0	0	0	0	1
RNF11_-_51702003.23-P1P2	0	2	0	0	0
RNF11_+_51701958.23-P1P2	88	567	600	409	96
RNF111_-_59279883.23-P1P2	1	0	0	0	0
RNF112_-_19314983.23-P1P2	6	70	0	39	13
RNF112_+_19314594.23-P1P2	45	2	0	44	33
RNF112_+_19314605.23-P1P2	0	3	0	0	0
RNF113A_+_119005232.23-P1P2	9	32	0	1	14
RNF113A_+_119005626.23-P1P2	3	0	0	0	2
RNF113B_+_98829081.23-P1P2	41	16	2	42	6
RNF113B_+_98829486.23-P1P2	99	218	206	53	69
RNF114_-_48552941.23-P1P2	11	0	0	0	2
RNF114_-_48552952.23-P1P2	21	0	10	17	6
RNF114_-_48552966.23-P1P2	15	0	0	1	0
RNF115_-_145611148.23-P1P2	0	0	1	0	1
RNF115_-_145611204.23-P1P2	19	0	11	2	19
RNF122_-_33424610.23-P1P2	4	0	0	0	4
RNF123_-_49727026.23-P1P2	10	69	0	10	0
RNF123_-_49727386.23-P1P2	11	0	0	15	1
RNF125_-_29599247.23-P1P2	1	0	0	0	0
RNF126_-_663099.23-P1P2	22	0	0	17	32
RNF126_+_662724.23-P1P2	17	0	0	36	12
RNF126_+_663126.23-P1P2	111	67	14	76	71
RNF128_+_105969977.23-P1P2	6	0	0	0	0
RNF128_+_105969998.23-P1P2	147	36	3	126	119
RNF13_-_149530590.23-P1P2	35	0	0	9	15
RNF13_+_149531406.23-P1P2	0	1	0	0	0
RNF13_+_149531474.23-P1P2	30	0	16	0	1
RNF130_-_179498339.23-P1P2	0	0	1	0	0
RNF130_-_179498712.23-P1P2	31	0	1	7	4
RNF130_+_179498593.23-P1P2	7	0	0	12	1
RNF130_+_179498719.23-P1P2	3	0	0	0	2
RNF135_+_29298113.23-P1P2	50	2	0	23	20
RNF138_-_29672099.23-P1P2	106	0	62	36	64
RNF138_-_29672216.23-P1P2	9	0	0	0	1
RNF138_-_29672353.23-P1P2	15	0	0	10	0
RNF138_+_29671902.23-P1P2	20	0	1	6	2
RNF139_+_125487149.23-P1P2	27	1	3	9	17
RNF139_+_125487547.23-P1P2	49	22	3	2	5
RNF14_-_141348808.23-P1P2	25	0	10	23	10
RNF141_-_10562673.23-P1P2	9	0	0	1	0
RNF144A_-_7057602.23-P1	1	0	0	1	0
RNF144A_-_7057606.23-P1	15	0	65	2	3
RNF144A_-_7073677.23-P2	22	0	4	0	10
RNF144A_+_7057573.23-P1	10	0	0	0	0
RNF144A_+_7058011.23-P1	0	1	0	0	0
RNF144B_-_18387752.23-P1P2	0	1	0	0	0
RNF144B_-_18387777.23-P1P2	31	40	62	73	20
RNF144B_-_18388155.23-P1P2	5	0	0	16	11
RNF144B_+_18387769.23-P1P2	21	0	1	0	22
RNF145_-_158636117.23-P1	18	52	1	0	0
RNF145_-_158636369.23-P1	8	0	0	13	5
RNF146_-_127588049.23-P1P2	0	0	0	5	0
RNF146_+_127588398.23-P1P2	4	0	14	0	12
RNF148_+_122342561.23-P1P2	13	0	0	6	7
RNF148_+_122342578.23-P1P2	74	0	95	22	35
RNF149_-_101924728.23-P1P2	72	1	47	21	31
RNF149_-_101925155.23-P1P2	5	0	1	0	0
RNF150_-_142054584.23-P1P2	25	50	4	17	9
RNF151_-_2016885.23-P1P2	8	68	0	3	12
RNF151_-_2016895.23-P1P2	22	17	19	45	24
RNF151_+_2017078.23-P1P2	0	0	1	0	0
RNF152_-_59560228.23-P1	3	0	0	2	0
RNF152_-_59560248.23-P1	45	3	1	21	2
RNF152_-_59561052.23-P2	0	2	0	0	0
RNF152_-_59561418.23-P2	1	0	0	6	3
RNF152_-_59561424.23-P2	1	0	0	0	0
RNF152_+_59561381.23-P2	9	0	0	0	0
RNF157_-_74236529.23-P1P2	31	0	13	68	20
RNF157_+_74236515.23-P1P2	119	32	138	73	83
RNF157_+_74236558.23-P1P2	29	0	0	27	21
RNF157_+_74236568.23-P1P2	0	3	0	0	0
RNF165_-_43913984.23-P1P2	24	0	21	2	0
RNF165_+_43914025.23-P1P2	1	0	0	0	1
RNF166_-_88772407.23-P1	0	1	0	0	0
RNF166_+_88769514.23-P2	17	0	0	40	26
RNF166_+_88769948.23-P2	7	0	0	4	0
RNF167_-_4844331.23-P1P2	0	0	0	0	1
RNF169_-_74459952.23-P1P2	0	0	0	2	0
RNF169_-_74459964.23-P1P2	0	0	0	0	1
RNF17_-_25338677.23-P1P2	33	13	28	5	11
RNF17_+_25338368.23-P1P2	2	0	0	0	1
RNF170_-_42751362.23-P1P2	16	5	0	1	5
RNF170_-_42751799.23-P1P2	7	0	4	0	2
RNF170_-_42751802.23-P1P2	1	0	0	0	0
RNF170_+_42751354.23-P1P2	40	59	11	2	0
RNF175_-_154680783.23-P1P2	111	230	94	56	70
RNF175_-_154681085.23-P1P2	9	0	0	11	16
RNF180_-_63462071.23-P1P2	20	5	0	3	0
RNF181_-_85822880.23-P1P2	6	0	139	0	0
RNF181_-_85822937.23-P1P2	32	1	24	46	13
RNF181_-_85823118.23-P1P2	0	0	0	1	0
RNF182_-_13925259.23-P1P2	32	0	11	22	5
RNF182_-_13925435.23-P1P2	0	0	2	0	0
RNF183_+_116064896.23-P1P2	24	0	0	0	0
RNF183_+_116065311.23-P1P2	11	0	0	0	5
RNF183_+_116065358.23-P1P2	78	1	53	27	69
RNF185_-_31556285.23-P1P2	7	0	13	4	0
RNF185_-_31556337.23-P1P2	7	0	10	10	1
RNF185_-_31556659.23-P1P2	4	0	0	0	0
RNF185_+_31556349.23-P1P2	47	0	59	11	17
RNF185_+_31556575.23-P1P2	12	0	0	11	0
RNF186_-_20141321.23-P1P2	28	3	0	12	5
RNF19A_-_101321732.23-P1P2	22	1	0	12	3
RNF19A_+_101321746.23-P1P2	1	0	0	9	8
RNF19B_-_33430190.23-P1P2	21	0	16	34	24
RNF19B_-_33430312.23-P1P2	16	0	16	9	24
RNF19B_+_33429973.23-P1P2	8	0	0	0	2
RNF19B_+_33430385.23-P1P2	11	72	0	5	2
RNF2_+_185014687.23-P1P2	18	0	4	17	9
RNF2_+_185014727.23-P1P2	0	0	1	0	0
RNF20_-_104296229.23-P1P2	8	0	0	0	0
RNF20_-_104296250.23-P1P2	2	40	0	0	0
RNF20_+_104296268.23-P1P2	6	0	0	1	17
RNF207_-_6266202.23-P1	18	0	0	12	5
RNF207_-_6266236.23-P1	6	0	0	0	0
RNF207_+_6268979.23-P2	16	0	8	11	3
RNF208_-_140115846.23-P1P2	8	1	5	4	4
RNF212_-_1107273.23-P1P2	10	1	0	14	0
RNF212_-_1107338.23-P1P2	11	0	1	6	2
RNF213_-_78234694.23-P1	0	0	0	0	1
RNF213_+_78234695.23-P1	1	0	0	0	0
RNF214_+_117103457.23-P1P2	31	0	1	0	0
RNF214_+_117103759.23-P1P2	40	81	44	2	2
RNF214_+_117103794.23-P1P2	8	0	0	16	1
RNF215_-_30782968.23-P1P2	8	0	15	6	0
RNF215_-_30783043.23-P1P2	1	0	0	0	6
RNF215_+_30783322.23-P1P2	6	0	0	0	5
RNF216_-_5821210.23-P1P2	0	0	2	0	3
RNF216_+_5821225.23-P1P2	28	9	48	6	0
RNF217_-_125283228.23-P1P2	0	1	0	0	0
RNF217_-_125283479.23-P1P2	40	0	3	85	17
RNF219_+_79233291.23-P1P2	10	0	0	9	0
RNF220_-_44889598.23-ENST00000443020.2	5	13	0	0	13
RNF220_+_44889572.23-ENST00000443020.2	13	0	18	2	4
RNF220_+_44889671.23-ENST00000443020.2	3	0	0	0	0
RNF222_+_8300684.23-P1P2	4	0	0	0	0
RNF223_+_1009117.23-P1P2	75	33	133	25	7
RNF224_-_140122380.23-P1P2	0	0	1	0	0
RNF24_-_3996184.23-P1P2	7	118	0	8	0
RNF24_+_3995795.23-P1P2	14	0	0	0	0
RNF24_+_3995825.23-P1P2	7	0	0	0	2
RNF25_-_219529035.23-P2	8	0	0	4	0
RNF25_-_219529250.23-P2	7	0	0	3	18
RNF25_-_219529445.23-P2	24	18	1	32	6
RNF25_-_219536703.23-P1	4	0	0	8	0
RNF25_+_219536639.23-P1	17	0	4	15	10
RNF31_+_24616693.23-P1P2	4	0	0	0	0
RNF32_-_156433515.23-P1P2	5	0	0	0	0
RNF34_-_121837957.23-P1P2	12	0	0	3	0
RNF34_-_121838324.23-P1P2	0	0	1	0	0
RNF34_-_121838345.23-P1P2	10	2	2	3	5
RNF38_-_36400702.23-ENST00000350199.4,ENST00000357058.3	1	1	0	8	9
RNF38_-_36400802.23-ENST00000377885.2	27	10	67	17	31
RNF38_-_36400805.23-ENST00000377885.2	13	0	11	8	21
RNF39_+_30043497.23-P1P2	6	0	0	0	0
RNF4_-_2470843.23-P1P2	3	0	0	4	3
RNF4_+_2471214.23-P1P2	23	27	1	8	1
RNF40_-_30773681.23-P1P2	1	0	0	0	0
RNF40_-_30773702.23-P1P2	0	0	0	6	0
RNF41_-_56615649.23-P1P2	6	0	0	0	25
RNF41_-_56615654.23-P1P2	10	31	0	9	39
RNF41_+_56615604.23-P1P2	19	1	0	27	5
RNF41_+_56615615.23-P1P2	49	0	0	33	5
RNF43_-_56494409.23-P1P2	30	24	0	24	12
RNF43_-_56494412.23-P1P2	54	3	16	78	31
RNF44_-_175964409.23-P1P2	0	0	1	0	0
RNF44_-_175964815.23-P1P2	0	0	0	0	1
RNF44_+_175964795.23-P1P2	28	0	11	23	23
RNF44_+_175964857.23-P1P2	4	0	0	0	1
RNF7_-_141457510.23-P1P2	0	1	0	0	0
RNF7_-_141457609.23-P1P2	13	20	7	6	0
RNF7_+_141457122.23-P1P2	0	0	2	1	1
RNF8_-_37322005.23-P1P2	33	6	48	17	15
RNFT1_+_58042037.23-P1P2	9	0	21	1	0
RNGTT_-_89673106.23-P1P2	120	15	29	67	44
RNGTT_-_89673280.23-P1P2	17	8	0	16	11
RNGTT_+_89673187.23-P1P2	47	38	4	132	127
RNGTT_+_89673254.23-P1P2	77	15	53	61	6
RNH1_-_506781.23-P1P2	8	10	0	3	1
RNH1_-_506799.23-P1P2	12	0	0	1	0
RNLS_-_90342984.23-P1P2	3	0	15	0	0
RNLS_+_90342621.23-P1P2	46	10	3	25	32
RNLS_+_90342824.23-P1P2	14	0	15	0	9
RNMT_-_13727103.23-P1P2	28	90	5	31	20
RNMT_+_13727133.23-P1P2	1	0	0	0	0
RNMTL1_-_685644.23-P1P2	8	0	0	3	0
RNMTL1_+_685637.23-P1P2	9	0	0	0	2
RNMTL1_+_686000.23-P1P2	0	0	8	0	0
RNPC3_-_104068890.23-P1P2	0	2	1	0	0
RNPC3_+_104068361.23-P1P2	0	0	0	0	1
RNPC3_+_104068769.23-P1P2	23	0	0	0	0
RNPEP_-_201951783.23-P1P2	20	6	0	54	0
RNPEP_-_201951819.23-P1P2	23	0	2	5	18
RNPEP_+_201952219.23-P1P2	39	15	0	45	32
RNPEPL1_+_241507974.23-P1P2	22	62	132	51	4
RNPEPL1_+_241508292.23-P1P2	0	0	0	0	1
RNPEPL1_+_241508310.23-P1P2	8	0	0	0	0
RNPS1_+_2318146.23-P1P2	1	0	0	0	0
ROBO1_-_79816427.23-ENST00000464233.1	0	0	0	1	0
ROBO1_-_79816522.23-ENST00000464233.1	33	1	106	70	2
ROBO2_-_77089997.23-P1P2	34	0	0	23	1
ROBO2_+_77089246.23-P1P2	35	1	0	14	13
ROBO3_-_124746765.23-P1P2	0	0	1	1	0
ROBO4_+_124767686.23-P1P2	4	0	1	0	0
ROBO4_+_124767704.23-P1P2	227	113	44	159	177
ROCK1_-_18691767.23-P1P2	4	0	0	4	4
ROCK2_+_11484269.23-P1P2	17	10	0	14	0
ROCK2_+_11484687.23-P1P2	1	0	0	0	0
ROCK2_+_11484752.23-P1P2	9	0	0	30	9
ROGDI_-_4852272.23-P1P2	57	3	15	18	5
ROGDI_-_4852606.23-P1P2	25	0	1	6	2
ROGDI_+_4852620.23-P1P2	4	0	0	12	9
ROGDI_+_4852636.23-P1P2	11	2	0	0	0
ROMO1_-_34287416.23-P1P2	25	0	18	51	10
ROMO1_-_34287419.23-P1P2	0	16	1	1	0
ROPN1_-_123710486.23-P1P2	0	0	0	0	1
ROPN1_-_123710931.23-P1P2	25	108	5	27	46
ROPN1_+_123710426.23-P1P2	17	0	5	0	3
ROPN1L_-_10442053.23-P1P2	64	0	0	10	29
ROPN1L_-_10442060.23-P1P2	35	0	47	12	28
ROPN1L_-_10442074.23-P1P2	417	401	257	189	236
ROR1_-_64239913.23-P1P2	49	44	41	79	24
RORA_-_61521637.23-ENST00000335670.6	7	1	39	5	14
RORB_-_77112334.23-P1P2	6	0	0	3	0
RORB_+_77112214.23-P1P2	0	0	0	1	0
RORC_-_151798574.23-P2	1	0	0	0	0
RORC_-_151804242.23-P1	0	0	1	0	0
RORC_+_151803871.23-P1	2	1	0	8	8
RORC_+_151804199.23-P1	74	67	87	50	45
ROS1_+_117746571.23-P1P2	82	99	74	129	68
ROS1_+_117746961.23-P1P2	1	0	0	0	0
RP1_-_55529064.23-P1P2	0	0	0	0	1
RP1L1_+_10512356.23-P1P2	2	0	0	4	9
RP1L1_+_10512551.23-P1P2	9	0	0	0	0
RP9_-_33149201.23-P1P2	48	22	3	50	30
RP9_+_33148951.23-P1P2	31	222	1	34	33
RPA2_-_28240655.23-P1P2	4	0	0	0	0
RPA3_-_7679712.23-P1P2	0	0	1	0	14
RPA3_+_7679879.23-P1P2	22	0	0	0	4
RPA3_+_7680352.23-P1P2	43	0	0	6	0
RPA4_-_96139629.23-P1P2	6	0	0	2	0
RPAIN_+_5323464.23-P1P2	1	0	0	0	0
RPAIN_+_5323561.23-P1P2	1	0	0	0	0
RPAP1_+_41836408.23-P1P2	8	2	0	8	0
RPAP1_+_41836451.23-P1P2	0	0	0	1	0
RPE_+_210867318.23-P1P2	0	1	0	0	0
RPE_+_210867513.23-P1P2	2	0	0	0	0
RPF1_-_84945203.23-P1P2	16	0	0	0	1
RPF1_-_84945208.23-P1P2	57	20	0	13	5
RPF1_+_84945028.23-P1P2	9	0	0	0	1
RPF2_-_111303321.23-P1P2	11	0	0	0	0
RPGR_-_38186672.23-P1P2	0	0	0	0	1
RPGRIP1_-_21785695.23-P2	32	1	0	13	15
RPGRIP1_-_21788336.23-P1	0	0	0	7	23
RPGRIP1_-_21788399.23-P1	0	0	0	0	1
RPGRIP1_+_21786197.23-P2	4	0	19	4	18
RPGRIP1_+_21788270.23-P1	0	1	0	0	0
RPGRIP1L_+_53737692.23-P1P2	12	1	3	3	0
RPGRIP1L_+_53737698.23-P1P2	1	0	0	0	0
RPGRIP1L_+_53737718.23-P1P2	1	0	0	4	0
RPH3A_+_113229757.23-P1P2	1	0	0	0	0
RPH3AL_-_202190.23-P1P2	26	10	2	0	0
RPL10_+_153626685.23-P1P2	15	0	0	3	0
RPL10A_+_35436234.23-P1P2	30	0	0	0	5
RPL10L_-_47120960.23-P1P2	39	0	13	34	3
RPL11_+_24018498.23-P1P2	12	0	0	0	1
RPL12_-_130213456.23-P1P2	9	0	0	10	42
RPL12_-_130213715.23-P1P2	17	0	0	11	11
RPL13A_-_49990917.23-P1	3	0	27	0	5
RPL13A_-_49991280.23-P1	0	1	0	0	0
RPL13A_-_49994121.23-P2	8	8	0	15	0
RPL13A_-_49994478.23-P2	42	20	0	53	34
RPL13A_+_49994249.23-P2	3	0	0	0	0
RPL14_+_40499002.23-P1P2	1	0	0	0	0
RPL15_-_23958856.23-P1P2	2	0	6	12	4
RPL15_+_23959010.23-P1P2	0	0	1	0	0
RPL17_-_47018777.23-P1P2	5	0	0	17	2
RPL17-C18orf32_-_47017751.23-P1P2	1	0	0	0	0
RPL17-C18orf32_+_47018099.23-P1P2	0	0	1	0	0
RPL18A_-_17970722.23-P1P2	10	0	3	29	4
RPL18A_-_17970947.23-P1P2	0	0	0	0	1
RPL19_-_37356608.23-P1P2	4	0	0	0	0
RPL19_-_37356996.23-P1P2	0	0	0	0	1
RPL22_-_6259637.23-P1	1	0	0	0	0
RPL22_-_6259658.23-P1	12	0	0	0	11
RPL22_+_6259254.23-P1	0	2	0	0	0
RPL22L1_+_170587680.23-P1P2	28	0	0	23	12
RPL22L1_+_170587923.23-P1P2	58	1	0	46	48
RPL23_-_37009923.23-P1P2	5	0	0	0	0
RPL23_-_37009926.23-P1P2	16	0	0	0	0
RPL26_+_8286468.23-P1P2	8	0	0	0	0
RPL26L1_-_172386481.23-P1P2	11	4	4	2	0
RPL26L1_+_172386510.23-P1P2	17	0	0	7	11
RPL27_-_41150977.23-P1P2	1	0	0	0	0
RPL27A_-_8704169.23-P1P2	8	0	0	0	1
RPL27A_+_8704530.23-P1P2	7	0	0	0	0
RPL28_-_55897333.23-P1P2	62	0	14	24	62
RPL28_-_55897357.23-P1P2	83	15	28	32	42
RPL28_+_55897298.23-P1P2	25	0	0	8	0
RPL28_+_55897540.23-P1P2	4	0	0	0	10
RPL29_-_52029843.23-P1P2	25	0	0	7	21
RPL3_-_39715565.23-P1P2	6	0	0	0	0
RPL3_-_39715579.23-P1P2	0	0	0	1	0
RPL3_+_39715629.23-P1P2	0	1	0	0	0
RPL30_+_99057491.23-P1P2	36	59	5	40	40
RPL30_+_99057534.23-P1P2	8	0	0	0	1
RPL31_-_101618787.23-P1P2	1	0	0	0	0
RPL32_-_12882635.23-P1P2	13	0	4	8	5
RPL32_-_12882645.23-P1P2	4	0	0	0	0
RPL34_-_109542189.23-P1P2	10	0	8	0	2
RPL35_-_127624006.23-P1P2	1	0	0	0	0
RPL35_-_127624165.23-P1P2	9	12	0	3	2
RPL35A_-_197677528.23-P1P2	15	0	1	16	0
RPL36_-_5690297.23-P1P2	5	0	0	0	0
RPL36AL_-_50087250.23-P1P2	59	18	16	10	8
RPL37_+_40834921.23-P1P2	0	1	0	0	0
RPL37A_-_217363610.23-P1P2	9	0	0	0	0
RPL37A_-_217363760.23-P1P2	37	6	2	27	6
RPL39_+_118925178.23-P1P2	44	0	2	3	15
RPL39L_-_186857227.23-P1P2	12	0	0	10	1
RPL39L_+_186857207.23-P1P2	19	7	15	17	31
RPL3L_-_2004691.23-P1P2	4	0	0	0	0
RPL4_-_66797095.23-P1P2	2	0	0	0	0
RPL41_-_56510647.23-P1P2	23	8	20	44	47
RPL5_-_93297860.23-P1P2	23	0	0	5	11
RPL5_-_93298046.23-P1P2	21	0	2	17	2
RPL6_+_112847026.23-P1P2	38	67	83	23	3
RPL7_+_74205439.23-P1P2	17	0	23	6	0
RPL7_+_74205442.23-P1P2	19	2	0	69	21
RPL7_+_74205591.23-P1P2	85	2	243	95	45
RPL7L1_-_42847387.23-P1P2	23	0	4	11	15
RPL7L1_+_42847351.23-P1P2	17	10	0	5	1
RPL8_-_146017709.23-P1P2	0	0	0	0	3
RPL8_-_146017732.23-P1P2	3	0	0	0	0
RPL9_-_39460327.23-P1P2	16	0	41	0	0
RPL9_+_39460483.23-P1P2	26	0	0	0	0
RPL9_+_39460504.23-P1P2	1	0	0	0	0
RPLP0_-_120638760.23-P1P2	3	0	0	0	0
RPLP0_-_120638860.23-P1P2	36	0	14	48	25
RPLP0_+_120638439.23-P1P2	71	2	89	85	39
RPLP0_+_120638830.23-P1P2	2	0	0	0	0
RPLP0_+_120638854.23-P1P2	20	0	0	2	5
RPLP1_+_69745391.23-P1P2	57	0	58	13	63
RPLP2_+_810206.23-P1P2	22	266	3	17	63
RPN1_-_128369610.23-P1P2	0	0	0	7	2
RPN2_-_35807777.23-P1P2	39	9	11	28	1
RPP14_-_58292148.23-P1P2	4	0	0	3	9
RPP14_-_58292328.23-P1P2	1	0	0	0	0
RPP14_-_58292701.23-P1P2	41	0	0	11	13
RPP14_+_58292273.23-P1P2	11	0	0	0	0
RPP25_-_75248682.23-P1P2	9	0	8	0	0
RPP25_-_75248694.23-P1P2	0	1	0	0	0
RPP25L_+_34612049.23-P1P2	0	2	0	0	0
RPP30_-_92631764.23-P1P2	0	0	0	6	0
RPP38_+_15139392.23-P1P2	3	0	0	0	0
RPP40_+_5003804.23-P1P2	8	15	1	19	0
RPP40_+_5003859.23-P1P2	27	0	16	0	6
RPP40_+_5004190.23-P1P2	33	0	0	0	0
RPP40_+_5004259.23-P1P2	14	0	0	0	0
RPRD1A_-_33647413.23-P1P2	20	0	0	0	0
RPRD1A_+_33647429.23-P1P2	23	10	11	53	32
RPRD1B_-_36662166.23-P1P2	89	20	9	51	43
RPRD2_-_150337186.23-P1P2	8	2	0	0	0
RPRD2_-_150337196.23-P1P2	34	11	0	0	1
RPRD2_+_150337601.23-P1P2	0	0	0	2	0
RPRM_-_154334757.23-P1P2	17	6	0	33	7
RPRM_+_154334775.23-P1P2	4	0	8	0	0
RPRM_+_154334781.23-P1P2	0	0	0	10	2
RPS11_-_49999754.23-P1P2	10	0	0	0	0
RPS11_-_49999781.23-P1P2	4	0	0	2	0
RPS11_+_49999766.23-P1P2	6	0	0	0	0
RPS14_+_149829225.23-P1P2	5	0	0	33	2
RPS14_+_149829238.23-P1P2	14	0	0	0	0
RPS15_-_1438633.23-P1P2	15	3	0	2	0
RPS15_-_1438805.23-P1P2	1	0	0	0	0
RPS15_+_1438455.23-P1P2	0	1	0	0	0
RPS15A_-_18801176.23-P1P2	0	0	1	0	0
RPS15A_-_18801590.23-P1P2	52	7	2	5	0
RPS16_+_39926461.23-P1P2	34	3	0	4	12
RPS17_-_82824978.23-ENST00000330339.7	3	1	5	10	0
RPS19_-_42364737.23-P1P2	11	0	0	13	36
RPS19_+_42364352.23-P1P2	24	5	7	4	10
RPS19BP1_+_39928794.23-P1P2	16	0	7	2	2
RPS2_-_2014800.23-P1P2	64	7	33	9	24
RPS2_+_2014384.23-P1P2	18	1	0	0	11
RPS2_+_2014739.23-P1P2	0	0	0	8	0
RPS20_+_56987031.23-P1P2	8	0	1	7	0
RPS21_+_60962158.23-P1P2	9	0	0	3	7
RPS21_+_60962525.23-P1P2	0	0	0	0	7
RPS21_+_60962561.23-P1P2	8	2	0	2	2
RPS23_-_81574123.23-P1P2	2	0	0	0	0
RPS23_+_81574406.23-P1P2	19	2	60	7	0
RPS24_-_79794026.23-P1P2	15	11	0	0	8
RPS26_+_56436127.23-P1P2	3	16	23	4	6
RPS27_-_153963486.23-P1P2	4	0	0	0	0
RPS27_+_153963275.23-P1P2	3	0	0	0	0
RPS27A_-_55459814.23-P1P2	4	0	1	0	3
RPS27A_+_55459832.23-P1P2	1	0	0	0	0
RPS27L_-_63449600.23-P1P2	5	0	0	0	0
RPS27L_+_63449491.23-P1P2	16	63	7	19	40
RPS28_-_8386458.23-P1P2	5	0	0	0	0
RPS28_-_8386595.23-P1P2	0	0	0	1	0
RPS28_+_8386629.23-P1P2	17	0	0	0	0
RPS28_+_8386799.23-P1P2	36	45	1	25	35
RPS29_-_50052869.23-P1	4	5	0	8	0
RPS29_-_50052902.23-P1	13	0	0	0	0
RPS29_-_50065344.23-P2	0	0	0	1	0
RPS29_+_50052858.23-P1	8	0	8	1	0
RPS29_+_50065457.23-P2	0	0	0	0	1
RPS3_-_75111750.23-P2	14	1	0	0	7
RPS3_+_75110987.23-P1	20	8	4	14	6
RPS3A_+_152020740.23-P1P2	27	21	8	19	64
RPS3A_+_152020769.23-P1P2	36	37	0	39	8
RPS4Y1_-_2710087.23-P1P2	1	0	0	0	0
RPS4Y1_+_2709647.23-P1P2	17	0	0	7	0
RPS4Y2_-_22918457.23-P1P2	49	20	28	10	35
RPS4Y2_+_22918074.23-P1P2	65	18	0	30	50
RPS5_+_58898715.23-P1P2	5	0	0	0	0
RPS6_-_19380226.23-P1P2	0	0	0	1	0
RPS6_+_19380221.23-P1P2	6	0	0	0	0
RPS6KA1_-_26856303.23-P2	0	1	2	0	0
RPS6KA1_-_26872747.23-P1	6	0	0	11	6
RPS6KA1_+_26872412.23-P1	84	192	53	59	51
RPS6KA2_-_167040333.23-P1P2	8	0	0	0	0
RPS6KA2_+_167040194.23-P1P2	79	94	26	28	26
RPS6KA3_-_20285005.23-P1P2	33	10	1	6	1
RPS6KA4_+_64127018.23-P1P2	11	0	0	0	0
RPS6KA5_-_91526887.23-P1P2	0	0	1	0	0
RPS6KA5_+_91526950.23-P1P2	27	0	0	2	0
RPS6KA6_-_83442779.23-P1P2	0	0	0	1	0
RPS6KA6_+_83443137.23-P1P2	1	0	0	0	0
RPS6KA6_+_83443152.23-P1P2	18	0	30	0	1
RPS6KB1_-_57970507.23-P1P2	0	0	1	0	0
RPS6KB1_-_57970559.23-P1P2	24	0	0	24	7
RPS6KB1_+_57970498.23-P1P2	41	84	1	43	18
RPS6KB2_-_67195987.23-P1P2	65	24	289	114	111
RPS6KB2_-_67196161.23-P1P2	0	0	1	0	0
RPS6KL1_+_75389876.23-P1P2	9	0	0	0	0
